,batsman,opponent_team,venue,50+ on ground,100+ on ground,avg_runs_ground,avg_runs_to_opponent,50+_runs_against_opponent,100+_runs_against_opponent,player_strength
4711,Shahbaz Ahmed,Delhi Capitals,"Wankhede Stadium, Mumbai",0,0,38.5,17.666666666666668,0,0,29.6
4712,V Kohli,Delhi Capitals,"Wankhede Stadium, Mumbai",2,0,24.428571428571427,29.88888888888889,2,0,15.17142857142857
4713,AK Markram,Punjab Kings,"Dr DY Patil Sports Academy, Mumbai",0,0,21.666666666666668,33.0,0,0,36.285185185185185
4714,Abhishek Sharma,Punjab Kings,"Dr DY Patil Sports Academy, Mumbai",1,0,40.25,37.0,0,0,28.423076923076923
4715,Arshdeep Singh,Sunrisers Hyderabad,"Dr DY Patil Sports Academy, Mumbai",0,0,1.0,0.3333333333333333,0,0,0.1
4716,JM Bairstow,Sunrisers Hyderabad,"Dr DY Patil Sports Academy, Mumbai",0,0,13.666666666666666,17.5,0,0,18.5
4717,JM Sharma,Sunrisers Hyderabad,"Dr DY Patil Sports Academy, Mumbai",0,0,27.5,11.333333333333334,0,0,19.55
4718,KS Williamson,Punjab Kings,"Dr DY Patil Sports Academy, Mumbai",1,0,27.0,6.666666666666667,0,0,5.433333333333334
4719,LS Livingstone,Sunrisers Hyderabad,"Dr DY Patil Sports Academy, Mumbai",1,0,28.0,39.25,1,0,47.28947368421053
4720,M Shahrukh Khan,Sunrisers Hyderabad,"Dr DY Patil Sports Academy, Mumbai",0,0,25.0,17.75,0,0,23.56551724137931
4721,N Pooran,Punjab Kings,"Dr DY Patil Sports Academy, Mumbai",0,0,27.0,21.25,0,0,29.4375
4722,OF Smith,Sunrisers Hyderabad,"Dr DY Patil Sports Academy, Mumbai",0,0,19.0,13.0,0,0,16.06666666666667
4723,P Simran Singh,Sunrisers Hyderabad,"Dr DY Patil Sports Academy, Mumbai",0,0,14.0,10.25,0,0,20.227272727272727
4724,RA Tripathi,Punjab Kings,"Dr DY Patil Sports Academy, Mumbai",0,0,33.5,40.6,1,0,33.35454545454545
4725,RD Chahar,Sunrisers Hyderabad,"Dr DY Patil Sports Academy, Mumbai",0,0,12.5,3.3333333333333335,0,0,0.2
4726,S Dhawan,Sunrisers Hyderabad,"Dr DY Patil Sports Academy, Mumbai",1,0,33.0,30.333333333333332,2,0,11.972727272727273
4727,VG Arora,Sunrisers Hyderabad,"Dr DY Patil Sports Academy, Mumbai",0,0,0.0,1.0,0,0,0.1
4728,A Manohar,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",0,0,6.5,12.0,0,0,16.6
4729,AS Joseph,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",0,0,0.0,0.0,0,0,0.1
4730,AT Rayudu,Gujarat Titans,"Maharashtra Cricket Association Stadium, Pune",0,0,28.0,23.5,0,0,38.63870967741936
4731,DA Miller,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",1,0,46.666666666666664,24.166666666666668,1,0,66.57692307692308
4732,MM Ali,Gujarat Titans,"Maharashtra Cricket Association Stadium, Pune",0,0,17.5,13.5,0,0,3.3
4733,R Tewatia,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",0,0,14.0,9.714285714285714,0,0,8.085714285714285
4734,RA Jadeja,Gujarat Titans,"Maharashtra Cricket Association Stadium, Pune",0,0,8.666666666666666,15.0,0,0,29.53333333333333
4735,RD Gaikwad,Gujarat Titans,"Maharashtra Cricket Association Stadium, Pune",2,0,66.66666666666667,60.8,4,0,53.29795918367347
4736,RV Uthappa,Gujarat Titans,"Maharashtra Cricket Association Stadium, Pune",0,0,2.0,3.0,0,0,4.9
4737,Rashid Khan,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",0,0,20.0,18.285714285714285,0,0,39.54761904761905
4738,S Dube,Gujarat Titans,"Maharashtra Cricket Association Stadium, Pune",0,0,19.0,14.2,0,0,21.176470588235297
4739,Shubman Gill,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",2,0,49.0,26.153846153846153,3,0,0.1
4740,V Shankar,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",0,0,6.5,22.0,1,0,0.2
4741,WP Saha,Chennai Super Kings,"Maharashtra Cricket Association Stadium, Pune",0,0,8.0,31.142857142857142,2,0,12.411111111111111
4742,AD Russell,Rajasthan Royals,"Brabourne Stadium, Mumbai",0,0,24.333333333333332,17.75,0,0,0.1
4743,AJ Finch,Rajasthan Royals,"Brabourne Stadium, Mumbai",1,0,32.5,21.0,1,0,47.55882352941177
4744,CV Varun,Rajasthan Royals,"Brabourne Stadium, Mumbai",0,0,1.0,1.0,0,0,10.5
4745,D Padikkal,Kolkata Knight Riders,"Brabourne Stadium, Mumbai",0,0,22.0,21.571428571428573,0,0,26.133333333333333
4746,JC Buttler,Kolkata Knight Riders,"Brabourne Stadium, Mumbai",1,1,35.666666666666664,30.833333333333332,1,1,70.51290322580645
4747,KK Nair,Kolkata Knight Riders,"Brabourne Stadium, Mumbai",0,0,3.0,18.0,1,0,7.7
4748,N Rana,Rajasthan Royals,"Brabourne Stadium, Mumbai",1,0,34.0,20.363636363636363,0,0,25.663636363636368
4749,PJ Cummins,Rajasthan Royals,"Brabourne Stadium, Mumbai",0,0,2.3333333333333335,9.25,0,0,0.1
4750,R Ashwin,Kolkata Knight Riders,"Brabourne Stadium, Mumbai",0,0,17.333333333333332,10.857142857142858,0,0,11.0
4751,R Parag,Kolkata Knight Riders,"Brabourne Stadium, Mumbai",0,0,11.333333333333334,14.4,0,0,15.2
4752,SO Hetmyer,Kolkata Knight Riders,"Brabourne Stadium, Mumbai",0,0,16.0,13.0,0,0,29.95
4753,SP Jackson,Rajasthan Royals,"Brabourne Stadium, Mumbai",0,0,7.5,8.0,0,0,14.2
4754,SS Iyer,Rajasthan Royals,"Brabourne Stadium, Mumbai",2,0,55.666666666666664,38.25,3,0,59.51228070175439
4755,SV Samson,Kolkata Knight Riders,"Brabourne Stadium, Mumbai",0,0,28.333333333333332,27.466666666666665,3,0,38.5
4756,Shivam Mavi,Rajasthan Royals,"Brabourne Stadium, Mumbai",0,0,0.0,2.5,0,0,0.1
4757,UT Yadav,Rajasthan Royals,"Brabourne Stadium, Mumbai",0,0,7.333333333333333,10.5,0,0,31.8
4758,VR Iyer,Rajasthan Royals,"Brabourne Stadium, Mumbai",0,0,10.0,33.666666666666664,1,0,11.67142857142857
4759,A Badoni,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai",0,0,14.0,15.666666666666666,0,0,17.2
4760,Anuj Rawat,Lucknow Super Giants,"Dr DY Patil Sports Academy, Mumbai",0,0,9.25,6.5,0,0,9.166666666666666
4761,DJ Hooda,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai",1,0,25.0,10.1,0,0,16.385714285714286
4762,F du Plessis,Lucknow Super Giants,"Dr DY Patil Sports Academy, Mumbai",2,0,49.25,54.75,2,0,64.76923076923077
4763,GJ Maxwell,Lucknow Super Giants,"Dr DY Patil Sports Academy, Mumbai",0,0,24.5,23.75,1,0,32.80909090909091
4764,HV Patel,Lucknow Super Giants,"Dr DY Patil Sports Academy, Mumbai",0,0,5.0,0.0,0,0,0.1
4765,JO Holder,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai",0,0,12.0,17.2,0,0,24.4
4766,KD Karthik,Lucknow Super Giants,"Dr DY Patil Sports Academy, Mumbai",0,0,23.25,16.75,0,0,22.75
4767,KH Pandya,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai",0,0,22.333333333333332,12.846153846153847,0,0,36.88275862068966
4768,KL Rahul,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai",2,0,47.5,48.166666666666664,4,1,27.63846153846154
4769,MK Pandey,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai",0,0,8.5,25.46153846153846,3,0,11.0
4770,MP Stoinis,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai",0,0,24.0,24.3,2,0,26.51764705882353
4771,PVD Chameera,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai",0,0,1.0,6.0,0,0,3.3
4772,Q de Kock,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai",2,1,56.0,32.888888888888886,2,1,7.7
4773,Ravi Bishnoi,Royal Challengers Bangalore,"Dr DY Patil Sports Academy, Mumbai",0,0,0.0,2.6666666666666665,0,0,0.1
4774,SS Prabhudessai,Lucknow Super Giants,"Dr DY Patil Sports Academy, Mumbai",0,0,22.0,8.0,0,0,15.5
4775,Shahbaz Ahmed,Lucknow Super Giants,"Dr DY Patil Sports Academy, Mumbai",0,0,31.333333333333332,26.0,0,0,23.9
4776,V Kohli,Lucknow Super Giants,"Dr DY Patil Sports Academy, Mumbai",0,0,13.5,29.25,1,0,0.1
4777,Arshdeep Singh,Delhi Capitals,"Brabourne Stadium, Mumbai",0,0,9.5,5.5,0,0,11.194117647058825
4778,DA Warner,Punjab Kings,"Brabourne Stadium, Mumbai",3,0,71.0,33.166666666666664,2,0,49.18181818181819
4779,JM Bairstow,Delhi Capitals,"Brabourne Stadium, Mumbai",1,0,27.666666666666668,36.166666666666664,1,0,16.25
4780,JM Sharma,Delhi Capitals,"Brabourne Stadium, Mumbai",0,0,22.5,20.25,0,0,30.61304347826087
4781,K Rabada,Delhi Capitals,"Brabourne Stadium, Mumbai",0,0,3.75,4.0,0,0,4.7333333333333325
4782,LS Livingstone,Delhi Capitals,"Brabourne Stadium, Mumbai",3,0,49.0,19.666666666666668,1,0,7.766666666666666
4783,M Shahrukh Khan,Delhi Capitals,"Brabourne Stadium, Mumbai",0,0,11.0,7.8,0,0,12.9
4784,MA Agarwal,Delhi Capitals,"Brabourne Stadium, Mumbai",0,0,13.0,34.8,3,0,27.6
4785,NT Ellis,Delhi Capitals,"Brabourne Stadium, Mumbai",0,0,0.0,0.0,0,0,0.2
4786,PP Shaw,Punjab Kings,"Brabourne Stadium, Mumbai",1,0,43.333333333333336,41.5,1,0,39.93636363636364
4787,RD Chahar,Delhi Capitals,"Brabourne Stadium, Mumbai",0,0,12.0,14.333333333333334,0,0,16.8
4788,S Dhawan,Delhi Capitals,"Brabourne Stadium, Mumbai",0,0,24.5,8.75,0,0,14.1
4789,SN Khan,Punjab Kings,"Brabourne Stadium, Mumbai",0,0,12.0,22.0,0,0,15.17142857142857
4790,VG Arora,Delhi Capitals,"Brabourne Stadium, Mumbai",0,0,1.6666666666666667,2.0,0,0,6.2
4791,AT Rayudu,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",0,0,24.0,24.142857142857142,2,0,32.71081081081081
4792,D Brevis,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",0,0,4.0,4.0,0,0,8.114285714285714
4793,D Pretorius,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",0,0,22.0,22.0,0,0,27.114285714285714
4794,DJ Bravo,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",0,0,3.3333333333333335,16.555555555555557,1,0,10.5
4795,DR Sams,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",0,0,3.0,3.0,0,0,19.26666666666667
4796,HR Shokeen,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",0,0,25.0,20.333333333333332,0,0,23.7
4797,Ishan Kishan,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",2,0,32.75,23.88888888888889,1,0,0.2
4798,JD Unadkat,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",0,0,19.0,19.666666666666668,0,0,30.811111111111114
4799,KA Pollard,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",0,0,15.25,29.285714285714285,1,0,21.4
4800,MJ Santner,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",0,0,11.0,16.5,0,0,16.2
4801,MS Dhoni,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",0,0,17.333333333333332,16.25,0,0,34.1
4802,RA Jadeja,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",0,0,8.666666666666666,13.5,0,0,5.2
4803,RD Gaikwad,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",0,0,18.5,24.142857142857142,1,0,0.1
4804,RG Sharma,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",0,0,3.5,21.333333333333332,2,0,0.2
4805,RV Uthappa,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",1,0,33.25,18.454545454545453,1,0,28.1
4806,S Dube,Mumbai Indians,"Dr DY Patil Sports Academy, Mumbai",1,0,35.75,17.0,0,0,16.585714285714285
4807,SA Yadav,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",1,0,41.5,28.545454545454547,2,0,31.938095238095237
4808,Tilak Varma,Chennai Super Kings,"Dr DY Patil Sports Academy, Mumbai",2,0,38.25,35.666666666666664,1,0,38.690909090909095
4809,AR Patel,Rajasthan Royals,"Wankhede Stadium, Mumbai",0,0,19.2,6.625,0,0,3.3
4810,D Padikkal,Delhi Capitals,"Wankhede Stadium, Mumbai",2,1,36.25,28.833333333333332,2,0,43.828571428571436
4811,DA Warner,Rajasthan Royals,"Wankhede Stadium, Mumbai",1,0,28.8,43.285714285714285,3,0,34.6
4812,Kuldeep Yadav,Rajasthan Royals,"Wankhede Stadium, Mumbai",0,0,6.75,1.5,0,0,0.30000000000000004
4813,R Powell,Rajasthan Royals,"Wankhede Stadium, Mumbai",0,0,29.4,19.0,0,0,41.1
4814,SN Khan,Rajasthan Royals,"Wankhede Stadium, Mumbai",0,0,5.5,18.0,0,0,4.033333333333333
4815,SO Hetmyer,Delhi Capitals,"Wankhede Stadium, Mumbai",1,0,28.0,20.0,0,0,10.5
4816,A Manohar,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",0,0,26.666666666666668,8.0,0,0,5.3
4817,AD Russell,Gujarat Titans,"Dr DY Patil Sports Academy, Mumbai",0,0,21.75,27.666666666666668,0,0,44.300000000000004
4818,AS Joseph,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",0,0,2.5,1.0,0,0,10.5
4819,DA Miller,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",0,0,20.25,23.875,1,0,27.8
4820,HH Pandya,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",3,0,51.25,30.09090909090909,2,0,47.841509433962266
4821,LH Ferguson,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",0,0,2.5,0.0,0,0,0.1
4822,N Rana,Gujarat Titans,"Dr DY Patil Sports Academy, Mumbai",0,0,24.25,17.0,0,0,4.357142857142858
4823,R Tewatia,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",0,0,11.333333333333334,18.142857142857142,0,0,21.97692307692308
4824,RK Singh,Gujarat Titans,"Dr DY Patil Sports Academy, Mumbai",0,0,32.666666666666664,34.0,0,0,30.86896551724138
4825,Rashid Khan,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",0,0,0.0,8.6,0,0,0.2
4826,SP Narine,Gujarat Titans,"Dr DY Patil Sports Academy, Mumbai",0,0,9.5,2.5,0,0,12.8
4827,SS Iyer,Gujarat Titans,"Dr DY Patil Sports Academy, Mumbai",1,0,20.25,12.0,0,0,14.7
4828,SW Billings,Gujarat Titans,"Dr DY Patil Sports Academy, Mumbai",0,0,18.0,4.0,0,0,10.4
4829,Shivam Mavi,Gujarat Titans,"Dr DY Patil Sports Academy, Mumbai",0,0,2.0,2.0,0,0,6.2
4830,Shubman Gill,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",0,0,9.0,31.666666666666668,0,0,17.7
4831,TG Southee,Gujarat Titans,"Dr DY Patil Sports Academy, Mumbai",0,0,0.6666666666666666,1.0,0,0,10.5
4832,UT Yadav,Gujarat Titans,"Dr DY Patil Sports Academy, Mumbai",0,0,11.0,10.0,0,0,18.4
4833,VR Iyer,Gujarat Titans,"Dr DY Patil Sports Academy, Mumbai",0,0,17.5,37.0,1,0,18.347368421052632
4834,WP Saha,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",0,0,23.0,20.25,0,0,23.415384615384617
4835,Yash Dayal,Kolkata Knight Riders,"Dr DY Patil Sports Academy, Mumbai",0,0,0.0,0.0,0,0,0.1
4836,Abhishek Sharma,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",0,0,19.0,18.857142857142858,0,0,41.48571428571429
4837,Anuj Rawat,Sunrisers Hyderabad,"Brabourne Stadium, Mumbai",0,0,0.0,0.0,0,0,0.2
4838,F du Plessis,Sunrisers Hyderabad,"Brabourne Stadium, Mumbai",0,0,5.0,33.23076923076923,4,0,10.142857142857142
4839,GJ Maxwell,Sunrisers Hyderabad,"Brabourne Stadium, Mumbai",0,0,26.666666666666668,15.833333333333334,1,0,15.930769230769233
4840,HV Patel,Sunrisers Hyderabad,"Brabourne Stadium, Mumbai",0,0,7.5,14.0,0,0,7.044444444444444
4841,JR Hazlewood,Sunrisers Hyderabad,"Brabourne Stadium, Mumbai",0,0,5.0,3.0,0,0,5.027272727272727
4842,KD Karthik,Sunrisers Hyderabad,"Brabourne Stadium, Mumbai",0,0,4.333333333333333,13.764705882352942,0,0,0.30000000000000004
4843,KS Williamson,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",0,0,12.333333333333334,45.25,5,0,17.68888888888889
4844,Mohammed Siraj,Sunrisers Hyderabad,"Brabourne Stadium, Mumbai",0,0,5.5,4.25,0,0,6.2
4845,PWH de Silva,Sunrisers Hyderabad,"Brabourne Stadium, Mumbai",0,0,4.5,8.0,0,0,9.5
4846,RA Tripathi,Royal Challengers Bangalore,"Brabourne Stadium, Mumbai",1,0,33.333333333333336,27.0,2,0,26.933333333333337
4847,SS Prabhudessai,Sunrisers Hyderabad,"Brabourne Stadium, Mumbai",0,0,15.0,15.0,0,0,15.818181818181817
4848,Shahbaz Ahmed,Sunrisers Hyderabad,"Brabourne Stadium, Mumbai",0,0,6.0,11.666666666666666,0,0,9.884615384615385
4849,V Kohli,Sunrisers Hyderabad,"Brabourne Stadium, Mumbai",1,0,26.0,25.2,3,1,0.1
4850,A Badoni,Mumbai Indians,"Wankhede Stadium, Mumbai",1,0,24.333333333333332,7.5,0,0,20.027272727272727
4851,D Brevis,Lucknow Super Giants,"Wankhede Stadium, Mumbai",0,0,20.0,17.0,0,0,7.8
4852,DJ Hooda,Mumbai Indians,"Wankhede Stadium, Mumbai",3,0,34.0,15.909090909090908,0,0,16.41111111111111
4853,DR Sams,Lucknow Super Giants,"Wankhede Stadium, Mumbai",0,0,4.75,3.0,0,0,5.75
4854,Ishan Kishan,Lucknow Super Giants,"Wankhede Stadium, Mumbai",1,0,28.272727272727273,23.75,1,0,9.10952380952381
4855,JD Unadkat,Lucknow Super Giants,"Wankhede Stadium, Mumbai",0,0,12.0,7.5,0,0,10.5
4856,JJ Bumrah,Lucknow Super Giants,"Wankhede Stadium, Mumbai",0,0,0.0,0.0,0,0,0.2
4857,JO Holder,Mumbai Indians,"Wankhede Stadium, Mumbai",0,0,6.333333333333333,4.0,0,0,8.55
4858,KA Pollard,Lucknow Super Giants,"Wankhede Stadium, Mumbai",0,0,19.0,22.0,0,0,19.03636363636364
4859,KH Pandya,Mumbai Indians,"Wankhede Stadium, Mumbai",0,0,13.25,14.75,0,0,5.6
4860,KL Rahul,Mumbai Indians,"Wankhede Stadium, Mumbai",4,1,48.142857142857146,58.84615384615385,8,3,69.47313432835821
4861,MK Pandey,Mumbai Indians,"Wankhede Stadium, Mumbai",0,0,14.0,33.42857142857143,4,0,21.7
4862,MP Stoinis,Mumbai Indians,"Wankhede Stadium, Mumbai",0,0,16.0,20.833333333333332,2,0,0.30000000000000004
4863,Q de Kock,Mumbai Indians,"Wankhede Stadium, Mumbai",0,0,19.75,17.857142857142858,0,0,16.611111111111114
4864,RG Sharma,Lucknow Super Giants,"Wankhede Stadium, Mumbai",1,0,26.09090909090909,23.25,0,0,33.1875
4865,SA Yadav,Lucknow Super Giants,"Wankhede Stadium, Mumbai",4,1,46.75,21.0,0,0,13.8
4866,Tilak Varma,Lucknow Super Giants,"Wankhede Stadium, Mumbai",0,0,23.125,30.0,0,0,32.666666666666664
4867,D Pretorius,Punjab Kings,"Wankhede Stadium, Mumbai",0,0,1.0,4.5,0,0,10.5
4868,JM Bairstow,Chennai Super Kings,"Wankhede Stadium, Mumbai",1,0,28.333333333333332,16.166666666666668,1,0,23.0
4869,LS Livingstone,Chennai Super Kings,"Wankhede Stadium, Mumbai",0,0,23.8,39.666666666666664,1,0,33.45
4870,MJ Santner,Punjab Kings,"Wankhede Stadium, Mumbai",0,0,5.0,9.0,0,0,11.225
4871,MS Dhoni,Punjab Kings,"Wankhede Stadium, Mumbai",1,0,17.75,15.0,0,0,19.833333333333332
4872,PBB Rajapaksa,Chennai Super Kings,"Wankhede Stadium, Mumbai",0,0,33.333333333333336,25.5,0,0,34.1
4873,RA Jadeja,Punjab Kings,"Wankhede Stadium, Mumbai",1,0,24.833333333333332,12.0,0,0,23.45294117647059
4874,RV Uthappa,Punjab Kings,"Wankhede Stadium, Mumbai",0,0,10.0,5.333333333333333,0,0,2.5285714285714285
4875,D Padikkal,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",0,0,24.0,21.8,1,0,12.85
4876,DJ Mitchell,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",0,0,16.0,16.0,0,0,15.4
4877,F du Plessis,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",0,0,25.666666666666668,34.1,3,0,23.752380952380953
4878,GJ Maxwell,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",0,0,3.6666666666666665,27.333333333333332,3,0,0.1
4879,HV Patel,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",0,0,8.0,8.5,0,0,11.566666666666666
4880,JC Buttler,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",0,0,21.5,29.428571428571427,3,1,13.38888888888889
4881,JR Hazlewood,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",0,0,0.0,0.5,0,0,0.2
4882,KD Karthik,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",0,0,13.0,26.46153846153846,2,0,18.1
4883,M Prasidh Krishna,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",0,0,2.0,2.0,0,0,5.3
4884,Mohammed Siraj,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",0,0,5.0,6.666666666666667,0,0,12.8
4885,PWH de Silva,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",0,0,9.0,8.0,0,0,20.85
4886,R Ashwin,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",0,0,17.0,11.142857142857142,0,0,27.78888888888889
4887,R Parag,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",1,0,34.0,26.5,1,0,46.66451612903226
4888,RM Patidar,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",0,0,18.5,37.0,1,0,18.211764705882352
4889,SO Hetmyer,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",0,0,17.5,22.25,1,0,6.285714285714286
4890,SS Prabhudessai,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",0,0,2.0,1.0,0,0,4.357142857142858
4891,SV Samson,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",1,0,41.0,18.5,1,0,27.072727272727274
4892,Shahbaz Ahmed,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",0,0,9.0,19.0,0,0,16.496296296296297
4893,TA Boult,Royal Challengers Bangalore,"Maharashtra Cricket Association Stadium, Pune",0,0,5.0,2.5,0,0,9.942857142857143
4894,V Kohli,Rajasthan Royals,"Maharashtra Cricket Association Stadium, Pune",0,0,29.0,27.692307692307693,3,0,13.481818181818184
4895,A Manohar,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",0,0,5.666666666666667,17.5,0,0,0.2
4896,AK Markram,Gujarat Titans,"Wankhede Stadium, Mumbai",1,0,22.6,26.0,1,0,42.858536585365854
4897,Abhishek Sharma,Gujarat Titans,"Wankhede Stadium, Mumbai",1,0,29.25,37.333333333333336,1,0,48.3304347826087
4898,DA Miller,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",1,0,25.0,9.444444444444445,0,0,17.7
4899,HH Pandya,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",1,0,23.2,12.928571428571429,1,0,21.866666666666667
4900,KS Williamson,Gujarat Titans,"Wankhede Stadium, Mumbai",0,0,6.5,31.0,1,0,9.35
4901,M Jansen,Gujarat Titans,"Wankhede Stadium, Mumbai",0,0,8.0,5.5,0,0,20.2
4902,N Pooran,Gujarat Titans,"Wankhede Stadium, Mumbai",0,0,10.571428571428571,10.25,0,0,7.7
4903,R Tewatia,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",0,0,20.22222222222222,14.428571428571429,0,0,38.68181818181819
4904,RA Tripathi,Gujarat Titans,"Wankhede Stadium, Mumbai",2,0,35.666666666666664,11.333333333333334,0,0,24.5
4905,Rashid Khan,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",1,0,43.0,10.333333333333334,0,0,43.88181818181818
4906,Shashank Singh,Gujarat Titans,"Wankhede Stadium, Mumbai",0,0,16.5,25.0,0,0,54.16666666666667
4907,Shubman Gill,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",0,0,8.285714285714286,32.90909090909091,3,1,21.0
4908,WP Saha,Sunrisers Hyderabad,"Wankhede Stadium, Mumbai",2,0,42.0,19.4,1,0,52.43589743589744
4909,Washington Sundar,Gujarat Titans,"Wankhede Stadium, Mumbai",0,0,11.0,3.0,0,0,7.7
4910,AD Russell,Delhi Capitals,"Wankhede Stadium, Mumbai",2,0,30.8,28.875,1,0,0.30000000000000004
4911,AJ Finch,Delhi Capitals,"Wankhede Stadium, Mumbai",0,0,3.5,8.0,0,0,5.85
4912,AR Patel,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",0,0,19.2,12.272727272727273,0,0,26.61764705882353
4913,B Indrajith,Delhi Capitals,"Wankhede Stadium, Mumbai",0,0,10.5,6.0,0,0,10.8
4914,DA Warner,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",1,0,28.8,43.06666666666667,5,1,37.455555555555556
4915,Harshit Rana,Delhi Capitals,"Wankhede Stadium, Mumbai",0,0,0.0,0.0,0,0,0.1
4916,Lalit Yadav,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",0,0,15.833333333333334,6.75,0,0,20.286206896551725
4917,MR Marsh,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",0,0,16.0,7.5,0,0,25.371428571428574
4918,N Rana,Delhi Capitals,"Wankhede Stadium, Mumbai",1,0,23.142857142857142,30.6,3,0,45.68571428571429
4919,PP Shaw,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",1,0,23.5,45.0,5,0,0.1
4920,R Powell,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",0,0,29.4,20.5,0,0,36.21176470588236
4921,RK Singh,Delhi Capitals,"Wankhede Stadium, Mumbai",0,0,27.666666666666668,14.5,0,0,26.175
4922,RR Pant,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",1,0,30.5,20.6,0,0,5.3
4923,SN Thakur,Kolkata Knight Riders,"Wankhede Stadium, Mumbai",0,0,7.714285714285714,13.333333333333334,0,0,10.414285714285715
4924,SP Narine,Delhi Capitals,"Wankhede Stadium, Mumbai",0,0,3.0,12.0,1,0,0.1
4925,SS Iyer,Delhi Capitals,"Wankhede Stadium, Mumbai",0,0,30.5,48.0,1,0,32.95263157894737
